 (1.388032962495685252e-01+0.000000000000000000e+00j), (8.031094848815245645e-04+2.499654991526217493e-03j), (2.579308857091112267e-03+1.347010578112801818e-03j), (4.824263307344031811e-04+1.846056026777911484e-03j), (3.694514634913561441e-02-9.963538888688056386e-03j), (2.935769270655539179e-03-3.173911533732546621e-03j), (2.199429331417867249e-03+4.087738085357845190e-04j), (1.384830951772794139e-01+8.646372710730924893e-03j), (4.678857048898211676e-03+1.251399987760655106e-04j), (-2.025983554072394860e-02-3.482642750172703500e-02j), (4.041051138770448622e-03-1.700864707730809569e-03j), (-2.628438858353419894e-03+2.502187359507196049e-03j), (-2.361455587236100610e-03+1.328192722318837730e-03j), (2.295319337704225353e-03-7.541248759089324129e-04j), (-7.671757529905695681e-04-3.319130557803077163e-03j), (6.216707019309306460e-04+1.156139990306449513e-03j), (-7.042750766160022109e-03-5.891449092881868854e-03j), (1.434211613057252699e-01+2.489986842813939408e-02j), (-2.511144982598296875e-03+6.117759035351961333e-03j), (2.979572548759919226e-02-3.292349686128277775e-02j), (1.261813164699656558e-03-9.932081417467367255e-04j), (1.382849888109663750e-01+1.701918138747110509e-02j), (1.479195021302531343e-03-4.801926801184117077e-03j), (7.459844255756544612e-04+4.399065209321410645e-03j), (-3.439725011120167708e-02-1.302471442977879562e-02j), (-2.195067614323952150e-03+1.384488232048189816e-04j), (-1.011152425993562661e-03-7.688563877900136956e-04j), (-3.198508266914534609e-04+7.099378869301224693e-03j), (1.331199403389322633e-01+1.483716145911603834e-02j), (3.537623091736490956e-03-1.178455592684878733e-03j), (-5.012990809816277558e-03-4.584591796193989918e-03j), (-8.545039072975577771e-03-1.081540995810732243e-03j), (1.477671060169815642e-01+1.233349643460759926e-02j), (-2.119506662925113409e-03+1.268590151884830663e-03j), (1.148189567327406822e-03-2.923723441629344673e-03j), (2.409872973179131000e-03-8.016983107725956939e-04j)
 (8.031094848815245645e-04-2.499654991526217493e-03j), (1.969680366530960659e-03+0.000000000000000000e+00j), (5.327141020969087225e-04+6.830896703313661580e-05j), (-2.479128856506053512e-04-4.359368787207786988e-04j), (-8.100469716699400680e-04+1.417282308746641928e-03j), (2.297258881991009788e-04+1.055554934379519176e-04j), (6.348748035055225411e-04-5.331081339610143927e-04j), (9.880877638990962289e-04-2.812209519889934898e-03j), (2.526070401103148793e-04-9.552355386109763740e-05j), (-3.802468953720427756e-04+3.582326081167291681e-04j), (-8.983346049719891525e-04-8.882517861918335896e-04j), (-2.516834463414576047e-04-2.184756002566286205e-04j), (-2.813630747489657752e-04+2.628167258738551898e-04j), (-6.866414106140651165e-05-1.512987028818797226e-06j), (4.190348872900184090e-04+1.135637580911625982e-03j), (-4.204891502361375686e-04-1.484161555189030771e-04j), (-2.906639744972974306e-05+7.101258910908821620e-05j), (1.562879349974143290e-03-2.274225428797273241e-03j), (8.015298715820065622e-05+1.983548754172745105e-04j), (-6.538046673879510185e-04-1.224308883333136144e-03j), (1.608171157432258238e-04-3.292109345785585589e-04j), (9.415931087858038333e-04-3.357448603401265441e-03j), (-8.858457966384191990e-04+2.235672681726413023e-04j), (2.126652587575020086e-04-2.444035314326474789e-04j), (-7.922249614848956168e-04+4.439617468356869216e-04j), (1.428088360871243578e-04+4.455429259840359740e-04j), (-1.740508696001423852e-04+5.564845936120632657e-05j), (1.686665391165213508e-04+4.818595234394993277e-04j), (1.073337051165275413e-04-3.499613172736617053e-03j), (-1.121893051265524216e-04-1.933386552861797404e-04j), (-1.197558110485887436e-04+3.261635779111551566e-05j), (-1.798744371149908294e-04+3.291022580957570409e-05j), (1.421960768555714186e-03-3.000253038323152412e-03j), (2.216286892257453777e-04+2.443135426733129877e-04j), (1.977996173390308553e-04-2.662460432533514062e-04j), (-3.369035788442314408e-05-3.895530994150934963e-05j)
 (2.579308857091112267e-03-1.347010578112801818e-03j), (5.327141020969087225e-04-6.830896703313661580e-05j), (4.300939066681089620e-04+0.000000000000000000e+00j), (3.741909814818376910e-05-1.682665634251121801e-04j), (-4.266441421517153831e-05-3.320696528529613970e-05j), (1.647229042164826806e-04-9.310328229358039056e-05j), (-1.607091619573896185e-06+6.467423704008349586e-05j), (2.139476137422097971e-03-1.062899166654278013e-03j), (2.739947391869438113e-05-8.997138687398576493e-05j), (-4.755437435502490786e-04-5.214717436748675860e-04j), (-4.745952639026393980e-04-8.816122347503803369e-05j), (-1.322932213411881779e-04+4.158420234227666904e-05j), (-5.440638510457357672e-05-6.957952117350634847e-05j), (4.388119568863767321e-05-8.369261851273003061e-05j), (3.335333353929759853e-04+1.437249706239706508e-04j), (-9.224401340050814024e-05+1.852363762869686250e-04j), (-2.587346068471981365e-04-2.687918376869981996e-05j), (2.357823791702763454e-03-1.297504089358848768e-03j), (-1.356199044315173807e-04+4.647054402003839469e-04j), (1.150066543664548916e-04-1.213415071514213194e-03j), (2.075945166148616464e-05-3.213691587312630704e-05j), (2.247779184899166387e-03-1.077679369821385761e-03j), (-2.362825107421391116e-05-2.839867450181864268e-04j), (1.774689575546886059e-04+6.606449118948934710e-05j), (-5.129737654017532721e-04-1.170097000711753236e-04j), (-5.297024221825408306e-04-1.844146251318463394e-05j), (-1.491035114289603373e-04-1.028772917837456546e-04j), (-5.457474021823192044e-05+1.810910838168901737e-04j), (1.569244144642317458e-03-7.089362319660104904e-04j), (7.111420508792241761e-05+8.503234802138096861e-05j), (-1.377801254030187514e-04+4.886796360490843611e-05j), (-1.592278177618243874e-04+3.923722657214767808e-05j), (2.414145977579605293e-03-1.494662528870573321e-03j), (1.217933405552501692e-04-1.481281918221202018e-05j), (4.036577704648817283e-05-1.707359181282676515e-04j), (2.241895110036020539e-04-1.354393996924505256e-04j)
 (4.824263307344031811e-04-1.846056026777911484e-03j), (-2.479128856506053512e-04+4.359368787207786988e-04j), (3.741909814818376910e-05+1.682665634251121801e-04j), (9.871455905192589621e-04+0.000000000000000000e+00j), (-5.403876784165331576e-04-5.309351853917963814e-04j), (2.769811796861201868e-04-9.047903713177787594e-05j), (-3.796512749129311794e-04+3.487268498761401611e-04j), (-2.097569080362114507e-04-1.040048496553991082e-03j), (-1.743151049994933670e-04+4.371848295474122556e-05j), (-1.647254828576370182e-04+6.443896965425790265e-04j), (1.317865623669095419e-05+7.480827249468311466e-05j), (5.387343816034944455e-05+3.646570856634128615e-05j), (2.626111501484707476e-04-1.962720093919093902e-04j), (6.176850708399861997e-05+6.453340417794163099e-05j), (-1.182201422734747428e-04+2.025766451080424177e-04j), (-2.446201553482167386e-04-2.759401370600527781e-04j), (8.887161712770325214e-05+1.917248883102919653e-04j), (1.203727408013807775e-03-1.758725065835750959e-03j), (-9.871285499075163183e-05+1.487692201239679745e-04j), (8.827072059986044224e-05-4.202619840761167170e-04j), (-4.347652873598379671e-05+3.404552585779736275e-04j), (4.903107361879347099e-04-1.516629309447704898e-03j), (2.661068870983950702e-04-7.964768811182668454e-04j), (-1.266769375539629505e-04+3.174178304513335276e-05j), (2.225840344463628716e-04+2.454106225556782839e-04j), (-7.478929830248495650e-04-2.603808624588459285e-04j), (2.004457558374079303e-04-2.523903928391614971e-04j), (-1.775723178722333909e-04-4.191448019290293500e-04j), (-1.370723761479147277e-04-8.945663505072456913e-04j), (-3.221234305977235801e-05+9.978661369734674841e-05j), (-1.924912185742482841e-04+9.335419723549201855e-06j), (1.363723907029967784e-06+1.480679072898239898e-04j), (9.986718114030532743e-04-2.379841320857185166e-03j), (2.234170582268093120e-04-2.766809101743355315e-05j), (-2.488093903318032386e-04+1.953029240564064335e-04j), (4.353245526763927235e-04+3.034656903461159343e-04j)
 (3.694514634913561441e-02+9.963538888688056386e-03j), (-8.100469716699400680e-04-1.417282308746641928e-03j), (-4.266441421517153831e-05+3.320696528529613970e-05j), (-5.403876784165331576e-04+5.309351853917963814e-04j), (1.587456658816100569e-02+0.000000000000000000e+00j), (8.818981277574843795e-04-1.394846140583048608e-03j), (2.398864144298847850e-05-8.513266796625923883e-04j), (3.774173896966703801e-02+1.147186192191388017e-02j), (1.153328663753949278e-03+1.013951172743072094e-04j), (-2.646071898879546157e-03-1.131593337095547838e-02j), (1.647602077209623424e-03+9.184919510669618510e-04j), (-9.964106898553031812e-04+9.478406522472212180e-04j), (-2.454000952938537559e-04+8.684617417724955915e-04j), (7.781489203422640869e-04+2.354733189166411831e-04j), (4.212658980957756849e-04-1.175819191241193277e-03j), (-2.438451576389565154e-04+8.686066027375510161e-04j), (-1.020050805609957426e-03-2.634596147952125711e-03j), (3.795062368590605695e-02+1.648540364185759749e-02j), (-7.423085469819420620e-04+5.751022413594249292e-04j), (1.024063960012545904e-02-6.028337321618179936e-03j), (1.944804641862365622e-04-5.562157905299130014e-04j), (3.542146527521708443e-02+1.438085565903332932e-02j), (4.497096075486656870e-04+3.711017016018572151e-04j), (-1.001896345451778461e-03+1.422275310962477094e-03j), (-8.992389724007194413e-03-4.772412223623267655e-03j), (1.002066818189961770e-03+3.570189774413821352e-05j), (8.179597081884274764e-06+7.045362874412557695e-06j), (-8.881806066494313701e-05+1.754370020858099207e-03j), (3.634392126937979750e-02+1.358969054246998015e-02j), (8.562323622908290209e-04-2.419667946820210959e-04j), (-1.113470282017821507e-03-1.785657599321994332e-03j), (-2.433584642880846135e-03-6.160661683357413626e-04j), (3.796825808013519488e-02+1.340367303749975120e-02j), (-8.217894703084636845e-04-7.071211005624518744e-05j), (4.094603072296465083e-04-3.351585580861379636e-04j), (1.058915890227808904e-03-1.399112950189760685e-04j)
 (2.935769270655539179e-03+3.173911533732546621e-03j), (2.297258881991009788e-04-1.055554934379519176e-04j), (1.647229042164826806e-04+9.310328229358039056e-05j), (2.769811796861201868e-04+9.047903713177787594e-05j), (8.818981277574843795e-04+1.394846140583048608e-03j), (4.125035266322933745e-04+0.000000000000000000e+00j), (-6.236525009790922338e-05-2.456035519737770421e-05j), (2.369883645342918572e-03+3.610797913912153212e-03j), (7.516042564498371509e-05+1.834882861296475317e-05j), (6.083146429650548859e-04-9.688022609747939115e-04j), (-2.569315612034509628e-04+1.714455873490305731e-04j), (-2.240605810924209190e-04-1.268840548176763993e-05j), (-2.392616915863007718e-05+1.501518845342300336e-05j), (5.403426989026816573e-05+8.478218955182997732e-05j), (1.786290336519405551e-04+3.290408792559225805e-05j), (-2.322324255262968925e-04-5.109991271118932812e-05j), (9.246044872689874333e-05-1.852025552992085590e-04j), (2.660829520410114279e-03+3.759057967070399131e-03j), (-2.375798431065760056e-04+1.620615303976616285e-04j), (1.429768544690514795e-03-7.678392922823279378e-07j), (2.219047145205208296e-05+6.593850616671683503e-05j), (2.243046319011168452e-03+3.434853134951553269e-03j), (2.098672039938745014e-04-2.550740587244981284e-04j), (-1.951372710974630398e-04-2.367957860694728516e-05j), (-3.305533053556983865e-04-1.085836670396843036e-03j), (-3.125287379580230993e-04-1.900221029623021815e-04j), (5.536413062956274320e-05-1.041368505196064244e-04j), (-1.589678479018906106e-04+2.047888618374524848e-06j), (1.687593000824386385e-03+3.787488316312492137e-03j), (5.232628373921250481e-05+1.366947034916784337e-04j), (-2.535191211157483880e-05-2.257030416722903511e-04j), (-1.980720452777507161e-04-2.272560137323020326e-04j), (2.986392529502080676e-03+3.160726705317392585e-03j), (1.114480486232902298e-04-5.242479562377460467e-05j), (-6.954883268094737899e-05-3.910979073390162303e-05j), (2.630072744816976766e-04+3.204884032102664026e-04j)
 (2.199429331417867249e-03-4.087738085357845190e-04j), (6.348748035055225411e-04+5.331081339610143927e-04j), (-1.607091619573896185e-06-6.467423704008349586e-05j), (-3.796512749129311794e-04-3.487268498761401611e-04j), (2.398864144298847850e-05+8.513266796625923883e-04j), (-6.236525009790922338e-05+2.456035519737770421e-05j), (1.063730864654390982e-03+0.000000000000000000e+00j), (3.746989296967989311e-03+5.458755300425345764e-05j), (4.748100555467144610e-04+6.931721551815724905e-06j), (-5.870520136521098411e-04-5.923002220478453114e-04j), (3.677668772567410475e-04-3.433883551879848449e-04j), (-2.392807287713158429e-05-1.059665060946714688e-04j), (-6.432202318742967929e-04+1.791509652445130252e-04j), (-9.195060173045293932e-05-1.247326584767683485e-04j), (-6.798471515444584308e-04-3.020683856852691583e-04j), (7.613191414188414470e-05-1.642879737889532221e-04j), (-4.884617386229343110e-05+6.760446018509357546e-05j), (2.609376518151465367e-03+4.816215349108226695e-04j), (4.139101364852938508e-04+3.838487822337664779e-05j), (2.547947279440072920e-04-6.802531025334680650e-04j), (4.258349554621583283e-04-1.837663879855288792e-04j), (3.301952398527530780e-03-2.843080131698045914e-04j), (-8.899693881236713346e-04-1.413139159101764041e-04j), (1.810088879023289982e-04-1.653743407815303336e-04j), (-1.456305108394797664e-03-5.005939096287416023e-04j), (3.751855370974135754e-04+8.848810116547770922e-04j), (-2.799658266811035838e-04+1.209354128178068822e-04j), (-2.853906876352567154e-06+6.044150291392682206e-04j), (3.899126358723869340e-03-1.509312617615244929e-04j), (2.146499187159043209e-04-2.652612294570203129e-04j), (6.292964954300109813e-05-3.110923860281383378e-05j), (-1.895437818349894881e-04-1.792608369661006075e-04j), (2.863497456048105533e-03-7.209701871809383149e-05j), (-2.559023046601980743e-04+5.809465812469666318e-05j), (7.552006255216099661e-05-3.660894630060273689e-05j), (-3.078209868521016544e-04-2.602908484594614039e-05j)
 (1.384830951772794139e-01-8.646372710730924893e-03j), (9.880877638990962289e-04+2.812209519889934898e-03j), (2.139476137422097971e-03+1.062899166654278013e-03j), (-2.097569080362114507e-04+1.040048496553991082e-03j), (3.774173896966703801e-02-1.147186192191388017e-02j), (2.369883645342918572e-03-3.610797913912153212e-03j), (3.746989296967989311e-03-5.458755300425345764e-05j), (1.428982421891309418e-01+0.000000000000000000e+00j), (5.446001529546098605e-03-5.364760586847238874e-04j), (-2.257235136652009644e-02-3.409691527958964852e-02j), (5.118535902557907330e-03-2.015297185674216982e-03j), (-2.360245526443684183e-03+2.661926205035327481e-03j), (-3.089389405083043175e-03+1.983681645599214872e-03j), (2.116727422402497200e-03-1.075045726980983826e-03j), (-2.758241369359366695e-03-4.349607560665096073e-03j), (6.492679839051985558e-04+1.226988446788271564e-03j), (-7.098605910147545023e-03-5.513174197129639027e-03j), (1.458867277797971096e-01+1.534706109215810271e-02j), (-1.435085246518062047e-03+5.585929664142568959e-03j), (2.788591264961995386e-02-3.457682571841350083e-02j), (1.971253973593508832e-03-1.496385804511725934e-03j), (1.412171168505909069e-01+7.940452913824521883e-03j), (-3.310217983851048004e-04-4.483664480769485906e-03j), (8.274242787102300233e-04+4.240120532703671105e-03j), (-3.695300669961922024e-02-1.080460733607657882e-02j), (-7.231734434865921997e-04+1.384529033867391325e-03j), (-1.466253367591463172e-03-5.133659760907386196e-04j), (1.941239656539123942e-04+7.752892818069581637e-03j), (1.386815069948014456e-01+6.577093874771369059e-03j), (3.666441260857731133e-03-1.775357336430198347e-03j), (-5.060621127944123568e-03-4.193375004136384865e-03j), (-8.750798682694601108e-03-7.559837281025212023e-04j), (1.484846156575847509e-01+2.360311409371508400e-03j), (-2.649715755109776326e-03+1.257862593594743670e-03j), (1.014056322087510467e-03-2.550361705111791992e-03j), (2.180286446948522059e-03-8.296333307594575598e-04j)
 (4.678857048898211676e-03-1.251399987760655106e-04j), (2.526070401103148793e-04+9.552355386109763740e-05j), (2.739947391869438113e-05+8.997138687398576493e-05j), (-1.743151049994933670e-04-4.371848295474122556e-05j), (1.153328663753949278e-03-1.013951172743072094e-04j), (7.516042564498371509e-05-1.834882861296475317e-05j), (4.748100555467144610e-04-6.931721551815724905e-06j), (5.446001529546098605e-03+5.364760586847238874e-04j), (6.282897756126111120e-04+0.000000000000000000e+00j), (-7.018226144580964410e-04-1.197886696576449736e-03j), (9.164618647745965019e-05-2.469260448034288845e-04j), (-1.320600010562860598e-04+2.486161439798466875e-05j), (-3.528147854609966052e-04+8.677695643597155685e-05j), (1.138472017851528326e-04-1.088574386513443514e-04j), (4.800838419588040996e-05-6.843030437335701887e-04j), (-1.024605362947328841e-04-1.525663343081546244e-05j), (-2.938834840470006069e-04-1.787570808622908044e-04j), (5.718417938293780291e-03+5.325342837771479196e-04j), (1.175644585448863753e-05+6.523508075993261724e-05j), (9.883266519838070953e-04-1.059623864657808882e-03j), (2.276213788267558887e-04-5.568885794349555678e-05j), (5.190158656562889397e-03+3.446078248005133454e-04j), (-1.338895001498590742e-04-1.423854933618484583e-05j), (8.973122671653988166e-05+4.122507871880379986e-05j), (-1.581916884103028902e-03-5.016513299076830797e-04j), (4.232769107428767212e-04+1.134305391751592621e-04j), (-8.713027781921420874e-05-5.892078290878943926e-05j), (8.811011928248777209e-05+4.252616520703529743e-04j), (4.842691033910211974e-03+4.405533640101655921e-04j), (5.497666508857244221e-05-9.853948873578084939e-05j), (-1.978969258570163292e-04-7.112738875708438395e-05j), (-2.801796038754933134e-04-1.240420461127348219e-04j), (5.756028773002769272e-03-9.067438257542308915e-05j), (-7.976602341790909982e-05+4.976060454305278894e-05j), (-2.309330174374588081e-06-2.020783745163571481e-04j), (-2.514424390100808340e-04+1.842062089333922526e-04j)
 (-2.025983554072394860e-02+3.482642750172703500e-02j), (-3.802468953720427756e-04-3.582326081167291681e-04j), (-4.755437435502490786e-04+5.214717436748675860e-04j), (-1.647254828576370182e-04-6.443896965425790265e-04j), (-2.646071898879546157e-03+1.131593337095547838e-02j), (6.083146429650548859e-04+9.688022609747939115e-04j), (-5.870520136521098411e-04+5.923002220478453114e-04j), (-2.257235136652009644e-02+3.409691527958964852e-02j), (-7.018226144580964410e-04+1.197886696576449736e-03j), (1.235217084604484268e-02+0.000000000000000000e+00j), (-5.194695688738149670e-04+1.360279874851122364e-03j), (-3.718421651240215475e-04-1.002647105891732622e-03j), (1.147927885724052454e-04-9.248923426528573351e-04j), (-2.046069016853022013e-05+7.261616608950952848e-04j), (1.483003436428701870e-03+5.036455366791753232e-04j), (-8.740120572426164289e-04+1.409707351111031206e-04j), (2.663968084358352834e-03-1.040115966518902983e-03j), (-2.670078851259125724e-02+3.174935414519028387e-02j), (-1.312710246997533456e-03-1.411027246925779331e-03j), (4.082709790363374044e-03+1.206400573987948845e-02j), (1.560107496372859675e-04+5.745123702902342434e-04j), (-2.481277739817354389e-02+3.222537348594155943e-02j), (8.361689084672962709e-04+8.383117606840461387e-04j), (-1.368674874497713672e-03-3.576261022846447782e-04j), (8.474439294459864755e-03-6.874181400519473531e-03j), (-7.433619142212558820e-05-5.291512123786542166e-04j), (3.337502498966879319e-04-4.017573266133571104e-04j), (-1.977370797572016239e-03-1.211139295038897359e-03j), (-2.386603994256163500e-02+3.196434799293604301e-02j), (-2.790464964560442681e-04+1.204525109429559508e-03j), (1.747123430731887823e-03-5.323359724622091661e-04j), (1.520284758721031967e-03-1.955091585248786446e-03j), (-2.477370327016219231e-02+3.439537381200453298e-02j), (2.037268702455757906e-04-8.838705802201045261e-04j), (5.616254075644746321e-04+8.425607780474885346e-04j), (3.268408493909095579e-04+7.407038480922044279e-04j)
 (4.041051138770448622e-03+1.700864707730809569e-03j), (-8.983346049719891525e-04+8.882517861918335896e-04j), (-4.745952639026393980e-04+8.816122347503803369e-05j), (1.317865623669095419e-05-7.480827249468311466e-05j), (1.647602077209623424e-03-9.184919510669618510e-04j), (-2.569315612034509628e-04-1.714455873490305731e-04j), (3.677668772567410475e-04+3.433883551879848449e-04j), (5.118535902557907330e-03+2.015297185674216982e-03j), (9.164618647745965019e-05+2.469260448034288845e-04j), (-5.194695688738149670e-04-1.360279874851122364e-03j), (1.432456543733167569e-03+0.000000000000000000e+00j), (1.968612226952933561e-04+6.511641176057907489e-05j), (-1.921051502999950294e-04-1.585461481819909929e-05j), (4.697075196759922420e-05+5.179662198848926092e-06j), (-1.029799675313046664e-03-3.354928555010864817e-04j), (3.181595682967093205e-04-1.243075015116132311e-04j), (-3.330704827496805973e-06-2.969959943764734537e-04j), (4.038906697691575613e-03+3.040246578288816493e-03j), (1.554431496216873904e-04-1.924340267307648805e-04j), (1.538700322582018873e-03-3.613137161737957109e-04j), (2.368638932295439854e-04+4.312254336322663713e-05j), (4.905670113975550348e-03+2.550399181771166764e-03j), (-2.452909911530488539e-04-2.942785245410722839e-04j), (-9.835589431705536387e-05+3.136111818061317709e-04j), (-1.218969269564709182e-03-8.495074026140208949e-04j), (2.557735691361035261e-04+4.980245335582614979e-04j), (-1.707747682310376648e-05+4.523514897491338183e-05j), (-2.634039936621842171e-04+2.520741993030918516e-04j), (6.343481734690053359e-03+1.948552781409771621e-03j), (3.018895978504516084e-04-2.151027966117170223e-04j), (-1.943939895268169654e-05-2.756789101126151664e-04j), (-1.982178841597438354e-04-1.289813673704351968e-04j), (4.256115553721356512e-03+2.906988817721505199e-03j), (-4.901729247249027527e-04+1.028370738723577936e-05j), (1.565622272436409878e-04+2.973222163025038864e-04j), (-2.355873844290324943e-06-2.160565630226218034e-04j)
 (-2.628438858353419894e-03-2.502187359507196049e-03j), (-2.516834463414576047e-04+2.184756002566286205e-04j), (-1.322932213411881779e-04-4.158420234227666904e-05j), (5.387343816034944455e-05-3.646570856634128615e-05j), (-9.964106898553031812e-04-9.478406522472212180e-04j), (-2.240605810924209190e-04+1.268840548176763993e-05j), (-2.392807287713158429e-05+1.059665060946714688e-04j), (-2.360245526443684183e-03-2.661926205035327481e-03j), (-1.320600010562860598e-04-2.486161439798466875e-05j), (-3.718421651240215475e-04+1.002647105891732622e-03j), (1.968612226952933561e-04-6.511641176057907489e-05j), (1.909320584371270932e-04+0.000000000000000000e+00j), (6.917870617936199668e-05-5.023631359354198091e-05j), (-5.908888339896916356e-05-4.075705739266690232e-05j), (-2.791415348704648163e-04+2.099004300319283131e-05j), (1.404251924209534502e-04-6.367449312123693280e-05j), (7.731722319028643464e-06+2.370887402980877958e-04j), (-2.400068783820014096e-03-2.944595402001403892e-03j), (1.749387046824434175e-04-1.012538472249218790e-04j), (-1.086336828053253165e-03+1.183827868966537053e-04j), (-2.240592205484248842e-05+3.920722891697805105e-05j), (-2.114989225627946293e-03-2.687711200344310332e-03j), (-9.508434904198804767e-05-3.743425777411542896e-05j), (9.690633707734683938e-05-2.771960848622477563e-05j), (4.473363421981537118e-04+8.313210643829593502e-04j), (1.864818029828098955e-05+7.682663192729395271e-05j), (7.441076676976182062e-06+3.492806682305675357e-05j), (6.843287112265580602e-05-1.431603497497130556e-04j), (-1.785247538241508877e-03-2.738879045577491053e-03j), (-3.858619408555836116e-05-6.640113432828142527e-05j), (2.707594635760236383e-05+1.703412311786024801e-04j), (1.753012869218550842e-04+1.785713998218584368e-04j), (-2.625054822570279615e-03-2.637792812881208440e-03j), (-3.270958568781575249e-05+2.533606740954347182e-05j), (-3.887296943205223524e-05+1.016478950913932415e-04j), (-9.221266059834373123e-05-1.146083665661432006e-04j)
